STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
AZ,1998,141515.94,103851.51,37664.43,0.27,0.880,0.705
AZ,1998,143724.84,105019.75,38705.09,0.27,0.894,0.729
AZ,1998,146030.57,106085.97,39944.60,0.27,0.908,0.756
AZ,1999,148416.59,106910.00,41506.59,0.28,0.923,0.790
AZ,1999,150855.96,107523.20,43332.76,0.29,0.938,0.830
AZ,1999,153336.00,108012.07,45323.92,0.30,0.953,0.872
AZ,1999,155827.66,108460.33,47367.33,0.30,0.969,0.916
AZ,2000,158326.67,108838.13,49488.54,0.31,0.984,0.959
AZ,2000,160836.10,109480.67,51355.43,0.32,1.000,1.000
AZ,2000,163388.19,110347.62,53040.57,0.32,1.016,1.039
AZ,2000,166018.11,111505.03,54513.08,0.33,1.032,1.074
AZ,2001,168701.85,113142.21,55559.64,0.33,1.049,1.106
AZ,2001,171418.12,114721.54,56696.59,0.33,1.066,1.136
AZ,2001,174153.68,116213.83,57939.85,0.33,1.083,1.167
AZ,2001,176925.56,117426.60,59498.96,0.34,1.100,1.205
AZ,2002,179738.98,118123.09,61615.89,0.34,1.118,1.252
AZ,2002,182692.71,118612.16,64080.55,0.35,1.136,1.309
AZ,2002,185860.04,118929.46,66930.58,0.36,1.156,1.374
AZ,2002,189303.26,119207.88,70095.38,0.37,1.177,1.446
AZ,2003,193096.95,119605.40,73491.55,0.38,1.201,1.524
AZ,2003,197440.71,120322.33,77118.38,0.39,1.228,1.607
AZ,2003,202680.17,121603.94,81076.23,0.40,1.260,1.698
AZ,2003,209239.42,123691.91,85547.50,0.41,1.301,1.801
AZ,2004,217539.35,126658.33,90881.02,0.42,1.353,1.922
AZ,2004,228048.19,130401.64,97646.55,0.43,1.418,2.076
AZ,2004,241169.78,134484.52,106685.26,0.44,1.499,2.282
AZ,2004,256944.47,138537.21,118407.26,0.46,1.598,2.548
AZ,2005,274909.01,142396.86,132512.16,0.48,1.709,2.872
AZ,2005,293971.53,145916.20,148055.33,0.50,1.828,3.229
AZ,2005,312363.95,149414.23,162949.72,0.52,1.942,3.576
AZ,2005,328370.67,153094.33,175276.34,0.53,2.042,3.870
AZ,2006,340835.17,157152.69,183682.48,0.54,2.119,4.081
AZ,2006,349232.20,161173.15,188059.04,0.54,2.171,4.202
AZ,2006,353705.03,164920.03,188785.00,0.53,2.199,4.242
AZ,2006,354722.26,168077.77,186644.49,0.53,2.205,4.216
AZ,2007,352155.03,170556.99,181598.04,0.52,2.190,4.125
AZ,2007,345937.51,172436.18,173501.33,0.50,2.151,3.960
AZ,2007,336183.38,174282.08,161901.29,0.48,2.090,3.711
AZ,2007,323253.29,176570.17,146683.11,0.45,2.010,3.375
AZ,2008,308013.76,179620.15,128393.61,0.42,1.915,2.965
AZ,2008,291498.87,182973.80,108525.06,0.37,1.812,2.514
AZ,2008,274864.40,186045.74,88818.65,0.32,1.709,2.062
AZ,2008,259374.02,188235.31,71138.70,0.27,1.613,1.655
AZ,2009,245946.27,189090.81,56855.46,0.23,1.529,1.324
AZ,2009,234849.44,189019.16,45830.28,0.20,1.460,1.069
AZ,2009,226057.96,188487.32,37570.64,0.17,1.406,0.878
AZ,2009,218869.89,187995.86,30874.03,0.14,1.361,0.722
AZ,2010,212456.48,187937.27,24519.21,0.12,1.321,0.573
AZ,2010,206355.01,188490.07,17864.94,0.09,1.283,0.418
AZ,2010,200482.91,189649.62,10833.29,0.05,1.247,0.254
AZ,2010,195310.30,185544.78,9765.51,0.05,1.214,0.090
AZ,2011,191586.47,182007.15,9579.32,0.05,1.191,0.034
AZ,2011,189969.96,180471.47,9498.50,0.05,1.181,0.019
AZ,2011,191044.20,181491.99,9552.21,0.05,1.188,0.017
AZ,2011,194933.34,183261.86,11671.48,0.06,1.212,0.021
AZ,2012,201355.60,184246.96,17108.63,0.08,1.252,0.030
AZ,2012,209690.54,184728.57,24961.98,0.12,1.304,0.044
AZ,2012,219082.17,185099.07,33983.10,0.16,1.362,0.060
AZ,2012,228781.63,185752.50,43029.13,0.19,1.422,0.077
AZ,2013,238347.21,186988.48,51358.72,0.22,1.482,0.092
AZ,2013,247459.61,188734.42,58725.20,0.24,1.539,0.105
AZ,2013,255631.86,190823.62,64808.24,0.25,1.589,0.116
AZ,2013,262664.47,193089.40,69575.07,0.26,1.633,0.125
AZ,2014,268478.09,196787.49,71690.60,0.27,1.669,0.129
AZ,2014,273422.23,197050.32,76371.91,0.28,1.700,0.138
AZ,2014,278044.28,201294.83,76749.44,0.28,1.729,0.139
AZ,2014,282830.21,205440.31,77389.90,0.27,1.758,0.141
AZ,2015,288019.74,205710.08,82309.66,0.29,1.791,0.150
AZ,2015,293599.62,203817.00,89782.62,0.31,1.825,0.164
AZ,2015,299453.06,205006.30,94446.76,0.32,1.862,0.173
AR,1975,19888.97,18894.52,994.45,0.05,0.206,0.000
AR,1975,20089.62,19085.14,1004.48,0.05,0.208,0.000
AR,1975,20404.84,19384.60,1020.24,0.05,0.211,0.000
AR,1975,20843.88,19801.69,1042.19,0.05,0.216,0.000
AR,1976,21462.23,20389.12,1073.11,0.05,0.222,0.000
AR,1976,22189.38,21079.91,1109.47,0.05,0.230,0.000
AR,1976,22953.20,21805.54,1147.66,0.05,0.238,0.000
AR,1976,23711.99,22526.39,1185.60,0.05,0.246,0.000
AR,1977,24465.89,23242.59,1223.29,0.05,0.253,0.000
AR,1977,25235.35,23973.58,1261.77,0.05,0.261,0.000
AR,1977,26027.82,24726.43,1301.39,0.05,0.270,0.000
AR,1977,26826.62,25485.29,1341.33,0.05,0.278,0.000
AR,1978,27628.77,26247.33,1381.44,0.05,0.286,0.000
AR,1978,28489.63,26858.11,1631.52,0.06,0.295,0.000
AR,1978,29452.66,27420.51,2032.15,0.07,0.305,0.000
AR,1978,30538.31,28098.15,2440.16,0.08,0.316,0.000
AR,1979,31756.69,28909.66,2847.03,0.09,0.329,0.000
AR,1979,33003.21,29805.84,3197.37,0.10,0.342,0.000
AR,1979,34189.19,30715.40,3473.79,0.10,0.354,0.000
AR,1979,35232.63,31568.17,3664.46,0.10,0.365,0.000
AR,1980,36133.57,32312.11,3821.46,0.11,0.374,0.000
AR,1980,36972.25,32967.34,4004.91,0.11,0.383,0.000
AR,1980,37754.93,33572.22,4182.72,0.11,0.391,0.000
AR,1980,38382.14,34164.75,4217.39,0.11,0.398,0.000
AR,1981,38791.39,34777.44,4013.95,0.10,0.402,0.000
AR,1981,38991.05,35410.20,3580.85,0.09,0.404,0.000
AR,1981,39090.15,36061.68,3028.47,0.08,0.405,0.000
AR,1981,39183.53,36729.34,2454.19,0.06,0.406,0.000
AR,1982,39485.11,37405.75,2079.36,0.05,0.409,0.000
AR,1982,40064.97,38061.72,2003.25,0.05,0.415,0.000
AR,1982,40866.64,38823.31,2043.33,0.05,0.423,0.000
AR,1982,41780.02,39691.02,2089.00,0.05,0.433,0.000
AR,1983,42752.47,40614.85,2137.62,0.05,0.443,0.000
AR,1983,43710.02,41524.52,2185.50,0.05,0.453,0.000
AR,1983,44568.46,42340.04,2228.42,0.05,0.462,0.000
AR,1983,45291.64,43027.05,2264.58,0.05,0.469,0.000
AR,1984,45897.17,43602.31,2294.86,0.05,0.475,0.000
AR,1984,46411.54,44090.97,2320.58,0.05,0.481,0.000
AR,1984,46904.68,44559.44,2345.23,0.05,0.486,0.000
AR,1984,47418.12,45047.21,2370.91,0.05,0.491,0.001
AR,1985,47974.14,45575.43,2398.71,0.05,0.497,0.001
AR,1985,48604.25,46174.04,2430.21,0.05,0.503,0.001
AR,1985,49339.94,46872.94,2467.00,0.05,0.511,0.001
AR,1985,50113.94,47608.24,2505.70,0.05,0.519,0.001
AR,1986,50884.17,48339.97,2544.21,0.05,0.527,0.001
AR,1986,51595.03,48916.97,2678.06,0.05,0.534,0.002
AR,1986,52194.92,49042.10,3152.82,0.06,0.541,0.002
AR,1986,52700.72,49242.09,3458.64,0.07,0.546,0.002
AR,1987,53087.38,49549.61,3537.77,0.07,0.550,0.002
AR,1987,53328.27,49929.76,3398.51,0.06,0.552,0.002
AR,1987,53431.49,50330.10,3101.39,0.06,0.553,0.002
AR,1987,53512.13,50698.64,2813.49,0.05,0.554,0.002
AR,1988,53683.10,50996.43,2686.67,0.05,0.556,0.002
AR,1988,53933.84,51237.15,2696.69,0.05,0.559,0.002
AR,1988,54239.52,51527.54,2711.98,0.05,0.562,0.002
AR,1988,54587.92,51858.53,2729.40,0.05,0.565,0.002
AR,1989,54971.96,52223.36,2748.60,0.05,0.569,0.002
AR,1989,55372.92,52604.28,2768.65,0.05,0.573,0.002
AR,1989,55777.54,52988.66,2788.88,0.05,0.578,0.002
AR,1989,56176.92,53368.07,2808.85,0.05,0.582,0.002
AR,1990,56595.12,53765.36,2829.76,0.05,0.586,0.002
AR,1990,57041.88,54189.79,2852.09,0.05,0.591,0.002
AR,1990,57472.44,54598.82,2873.62,0.05,0.595,0.002
AR,1990,57953.16,55055.50,2897.66,0.05,0.600,0.003
AR,1991,58513.95,55588.25,2925.70,0.05,0.606,0.003
AR,1991,59148.93,56191.48,2957.45,0.05,0.613,0.003
AR,1991,59852.05,56859.44,2992.60,0.05,0.620,0.004
AR,1991,60599.17,57569.21,3029.96,0.05,0.628,0.004
AR,1992,61376.88,58308.04,3068.84,0.05,0.636,0.005
AR,1992,62220.15,59109.14,3111.01,0.05,0.644,0.006
AR,1992,63160.12,60002.11,3158.01,0.05,0.654,0.008
AR,1992,64214.51,61003.79,3210.73,0.05,0.665,0.010
AR,1993,65389.37,62119.90,3269.47,0.05,0.677,0.013
AR,1993,66657.79,63324.90,3332.89,0.05,0.690,0.017
AR,1993,67982.55,64583.42,3399.13,0.05,0.704,0.022
AR,1993,69328.38,65861.96,3466.42,0.05,0.718,0.029
AR,1994,70689.76,67155.27,3534.49,0.05,0.732,0.036
AR,1994,71997.92,68398.03,3599.90,0.05,0.746,0.045
AR,1994,73247.55,69585.17,3662.38,0.05,0.759,0.056
AR,1994,74456.13,70733.32,3722.81,0.05,0.771,0.069
AR,1995,75606.44,71826.12,3780.32,0.05,0.783,0.087
AR,1995,76729.87,72893.38,3836.49,0.05,0.795,0.108
AR,1995,77808.87,73918.42,3890.44,0.05,0.806,0.132
AR,1995,78812.49,74871.86,3940.62,0.05,0.816,0.153
AR,1996,79742.76,75755.62,3987.14,0.05,0.826,0.164
AR,1996,80605.77,76575.48,4030.29,0.05,0.835,0.168
AR,1996,81418.52,77347.60,4070.93,0.05,0.843,0.170
AR,1996,82225.52,78114.24,4111.28,0.05,0.852,0.178
AR,1997,83036.46,78884.64,4151.82,0.05,0.860,0.197
AR,1997,83844.84,79652.60,4192.24,0.05,0.868,0.224
AR,1997,84665.67,80432.39,4233.28,0.05,0.877,0.257
AR,1997,85518.82,81242.87,4275.94,0.05,0.886,0.289
AR,1998,86421.76,82100.67,4321.09,0.05,0.895,0.312
AR,1998,87402.32,83032.20,4370.12,0.05,0.905,0.332
AR,1998,88485.71,84061.42,4424.29,0.05,0.916,0.361
AR,1998,89612.06,85131.46,4480.60,0.05,0.928,0.405
AR,1999,90760.93,86222.88,4538.05,0.05,0.940,0.474
AR,1999,91912.28,87316.67,4595.61,0.05,0.952,0.569
AR,1999,93059.78,88406.79,4652.99,0.05,0.964,0.682
AR,1999,94207.12,89496.77,4710.36,0.05,0.976,0.802
AR,2000,95363.51,90327.90,5035.62,0.05,0.988,0.909
AR,2000,96556.52,91017.85,5538.67,0.06,1.000,1.000
AR,2000,97769.99,91801.12,5968.87,0.06,1.013,1.079
AR,2000,99019.52,92611.99,6407.53,0.06,1.026,1.159
AR,2001,100304.38,93409.32,6895.06,0.07,1.039,1.251
AR,2001,101617.59,94181.83,7435.76,0.07,1.052,1.351
AR,2001,102986.25,94963.12,8023.13,0.08,1.067,1.459
AR,2001,104417.05,95777.80,8639.25,0.08,1.081,1.573
AR,2002,105939.51,96618.32,9321.19,0.09,1.097,1.696
AR,2002,107565.30,97441.12,10124.18,0.09,1.114,1.843
AR,2002,109284.64,98141.63,11143.01,0.10,1.132,2.031
AR,2002,111124.41,98627.95,12496.46,0.11,1.151,2.280
AR,2003,113106.43,98889.16,14217.27,0.13,1.171,2.600
AR,2003,115232.63,99168.46,16064.17,0.14,1.193,2.942
AR,2003,117503.93,99810.65,17693.28,0.15,1.217,3.245
AR,2003,119892.86,101151.07,18741.79,0.16,1.242,3.442
AR,2004,122403.41,103384.98,19018.43,0.16,1.268,3.496
AR,2004,124999.44,106197.91,18801.53,0.15,1.295,3.461
AR,2004,127678.26,109119.63,18558.64,0.15,1.322,3.421
AR,2004,130439.53,111687.33,18752.20,0.14,1.351,3.462
AR,2005,133267.44,113594.08,19673.37,0.15,1.380,3.638
AR,2005,136147.47,115167.10,20980.37,0.15,1.410,3.887
AR,2005,139056.15,116884.06,22172.09,0.16,1.440,4.115
AR,2005,141895.59,119223.28,22672.30,0.16,1.470,4.217
AR,2006,144540.37,122480.89,22059.48,0.15,1.497,4.113
AR,2006,146926.31,126175.16,20751.15,0.14,1.522,3.876
AR,2006,149002.52,129661.19,19341.33,0.13,1.543,3.620
AR,2006,150727.67,132287.86,18439.81,0.12,1.561,3.457
AR,2007,152067.04,133640.51,18426.52,0.12,1.575,3.462
AR,2007,153014.82,134211.27,18803.55,0.12,1.585,3.539
AR,2007,153490.76,134738.14,18752.62,0.12,1.590,3.535
AR,2007,153490.15,135953.90,17536.25,0.11,1.590,3.310
AR,2008,153118.18,138341.90,14776.28,0.10,1.586,2.792
AR,2008,152612.47,141370.39,11242.08,0.07,1.581,2.126
AR,2008,152122.41,144263.37,7859.04,0.05,1.575,1.486
AR,2008,151727.92,144141.53,7586.40,0.05,1.571,1.037
AR,2009,151519.92,143943.92,7576.00,0.05,1.569,0.939
AR,2009,151492.53,143368.47,8124.07,0.05,1.569,1.007
AR,2009,151509.89,142287.00,9222.89,0.06,1.569,1.143
AR,2009,151367.19,141276.78,10090.41,0.07,1.568,1.251
AR,2010,150869.33,140803.41,10065.93,0.07,1.562,1.247
AR,2010,150336.85,140937.81,9399.03,0.06,1.557,1.165
AR,2010,149783.95,141618.99,8164.96,0.05,1.551,1.012
AR,2010,149471.74,141998.15,7473.59,0.05,1.548,0.828
AR,2011,149573.16,142094.50,7478.66,0.05,1.549,0.665
AR,2011,150121.71,142615.62,7506.09,0.05,1.555,0.559
AR,2011,151256.74,143693.90,7562.84,0.05,1.567,0.522
AR,2011,152857.07,145001.86,7855.22,0.05,1.583,0.542
AR,2012,154698.40,145808.11,8890.28,0.06,1.602,0.614
AR,2012,156694.25,146270.56,10423.69,0.07,1.623,0.720
AR,2012,158682.77,146623.95,12058.82,0.08,1.643,0.833
AR,2012,160667.99,147104.09,13563.90,0.08,1.664,0.938
AR,2013,162630.90,147892.21,14738.68,0.09,1.684,1.020
AR,2013,164387.29,148951.97,15435.32,0.09,1.702,1.070
AR,2013,166000.12,150192.89,15807.22,0.10,1.719,1.096
AR,2013,167579.48,151524.74,16054.74,0.10,1.736,1.114
AR,2014,169320.52,154297.22,15023.30,0.09,1.754,1.044
AR,2014,171213.17,154365.54,16847.63,0.10,1.773,1.171
AR,2014,173224.27,157552.69,15671.58,0.09,1.794,1.091
AR,2014,175286.00,160656.31,14629.69,0.08,1.815,1.019
AR,2015,177328.98,160716.90,16612.09,0.09,1.837,1.158
AR,2015,179658.89,159076.94,20581.95,0.11,1.861,1.436
AR,2015,182197.92,159839.18,22358.74,0.12,1.887,1.562
CA,1975,40999.43,29240.82,11758.61,0.29,0.137,0.045
CA,1975,42685.56,29652.85,13032.71,0.31,0.142,0.050
CA,1975,44442.98,30041.36,14401.62,0.32,0.148,0.055
CA,1975,46355.84,30492.74,15863.09,0.34,0.154,0.061
CA,1976,48507.25,31099.02,17408.22,0.36,0.162,0.068
CA,1976,50953.69,31779.17,19174.52,0.38,0.170,0.075
CA,1976,53708.13,32516.77,21191.36,0.39,0.179,0.083
CA,1976,56750.56,33269.36,23481.20,0.41,0.189,0.093
CA,1977,60092.38,33957.94,26134.44,0.43,0.200,0.103
CA,1977,63676.39,34700.04,28976.36,0.46,0.212,0.115
CA,1977,67306.60,35468.36,31838.25,0.47,0.224,0.127
CA,1977,70796.92,36280.00,34516.92,0.49,0.236,0.139
CA,1978,74123.47,37231.21,36892.26,0.50,0.247,0.150
CA,1978,77356.79,38148.33,39208.46,0.51,0.258,0.160
CA,1978,80601.64,39124.02,41477.62,0.51,0.269,0.171
CA,1978,83963.89,40173.59,43790.30,0.52,0.280,0.181
CA,1979,87504.65,41248.84,46255.81,0.53,0.292,0.192
CA,1979,91225.02,42481.53,48743.49,0.53,0.304,0.203
CA,1979,95051.20,43800.26,51250.93,0.54,0.317,0.215
CA,1979,98856.82,45190.71,53666.11,0.54,0.329,0.226
CA,1980,102557.08,46641.31,55915.77,0.55,0.342,0.237
CA,1980,106070.80,48117.29,57953.51,0.55,0.353,0.246
CA,1980,109344.24,49599.42,59744.82,0.55,0.364,0.255
CA,1980,112314.30,51062.87,61251.42,0.55,0.374,0.263
CA,1981,114972.89,52538.68,62434.21,0.54,0.383,0.270
CA,1981,117271.67,53975.23,63296.44,0.54,0.391,0.275
CA,1981,119118.05,55474.14,63643.91,0.53,0.397,0.278
CA,1981,120398.65,57097.01,63301.64,0.53,0.401,0.277
CA,1982,121168.47,58878.42,62290.05,0.51,0.404,0.274
CA,1982,121674.95,60665.16,61009.79,0.50,0.405,0.270
CA,1982,122052.32,62299.29,59753.03,0.49,0.407,0.265
CA,1982,122383.46,63611.95,58771.50,0.48,0.408,0.262
CA,1983,122739.72,64389.94,58349.78,0.48,0.409,0.260
CA,1983,123161.00,64963.17,58197.83,0.47,0.410,0.260
CA,1983,123721.14,65387.33,58333.81,0.47,0.412,0.262
CA,1983,124503.49,65815.57,58687.92,0.47,0.415,0.264
CA,1984,125543.57,66399.63,59143.93,0.47,0.418,0.268
CA,1984,126803.74,67073.48,59730.26,0.47,0.423,0.272
CA,1984,128281.23,67834.88,60446.35,0.47,0.427,0.276
CA,1984,129961.07,68653.77,61307.30,0.47,0.433,0.282
CA,1985,131841.36,69516.15,62325.21,0.47,0.439,0.288
CA,1985,133900.67,70376.89,63523.78,0.47,0.446,0.295
CA,1985,136111.12,71237.33,64873.80,0.48,0.454,0.303
CA,1985,138439.54,72085.33,66354.21,0.48,0.461,0.311
CA,1986,140946.45,72953.22,67993.23,0.48,0.470,0.321
CA,1986,143720.48,73754.80,69965.68,0.49,0.479,0.332
CA,1986,146824.73,74544.86,72279.88,0.49,0.489,0.345
CA,1986,150308.31,75338.46,74969.85,0.50,0.501,0.359
CA,1987,154227.13,76087.55,78139.59,0.51,0.514,0.376
CA,1987,158671.63,76950.69,81720.94,0.52,0.529,0.395
CA,1987,163786.08,77876.50,85909.58,0.52,0.546,0.418
CA,1987,169722.57,78876.53,90846.04,0.54,0.566,0.444
CA,1988,176653.09,79975.38,96677.71,0.55,0.589,0.475
CA,1988,184658.67,81106.74,103551.93,0.56,0.615,0.511
CA,1988,193678.87,82259.01,111419.86,0.58,0.645,0.553
CA,1988,203460.58,83400.35,120060.23,0.59,0.678,0.599
CA,1989,213551.31,84696.08,128855.24,0.60,0.712,0.648
CA,1989,223400.16,85742.94,137657.21,0.62,0.744,0.695
CA,1989,232320.73,86773.37,145547.35,0.63,0.774,0.738
CA,1989,239588.05,87836.26,151751.79,0.63,0.798,0.773
CA,1990,244861.95,88839.45,156022.50,0.64,0.816,0.796
CA,1990,248243.10,90030.97,158212.13,0.64,0.827,0.810
CA,1990,250014.11,91224.41,158789.69,0.64,0.833,0.816
CA,1990,250592.68,92356.26,158236.42,0.63,0.835,0.815
CA,1991,250417.31,93263.22,157154.09,0.63,0.834,0.811
CA,1991,249806.23,94221.99,155584.24,0.62,0.832,0.805
CA,1991,248979.35,95136.11,153843.24,0.62,0.830,0.799
CA,1991,247954.11,96023.05,151931.06,0.61,0.826,0.791
CA,1992,246562.36,97339.32,149223.04,0.61,0.822,0.782
CA,1992,244670.09,98056.64,146613.46,0.60,0.815,0.770
CA,1992,242297.07,98640.64,143656.42,0.59,0.807,0.755
CA,1992,239475.28,99120.52,140354.75,0.59,0.798,0.738
CA,1993,236370.70,99051.26,137319.44,0.58,0.788,0.719
CA,1993,233220.96,99537.72,133683.24,0.57,0.777,0.699
CA,1993,230204.46,100086.30,130118.15,0.57,0.767,0.681
CA,1993,227499.22,100669.94,126829.27,0.56,0.758,0.664
CA,1994,225148.67,101227.21,123921.46,0.55,0.750,0.648
CA,1994,223155.21,101848.65,121306.55,0.54,0.744,0.635
CA,1994,221464.71,102495.44,118969.27,0.54,0.738,0.624
CA,1994,220013.63,103168.13,116845.50,0.53,0.733,0.614
CA,1995,218791.15,104054.68,114736.47,0.52,0.729,0.605
CA,1995,217785.92,104728.07,113057.86,0.52,0.726,0.598
CA,1995,217005.87,105390.58,111615.29,0.51,0.723,0.591
CA,1995,216432.70,106060.87,110371.83,0.51,0.721,0.586
CA,1996,216098.76,106605.19,109493.57,0.51,0.720,0.581
CA,1996,216061.61,107331.97,108729.64,0.50,0.720,0.579
CA,1996,216456.73,108056.56,108400.17,0.50,0.721,0.578
CA,1996,217410.52,108736.73,108673.79,0.50,0.724,0.581
CA,1997,219055.49,109393.05,109662.44,0.50,0.730,0.589
CA,1997,221587.06,109996.72,111590.34,0.50,0.738,0.601
CA,1997,225015.37,110679.27,114336.10,0.51,0.750,0.618
CA,1997,229315.37,111532.70,117782.67,0.51,0.764,0.639
CA,1998,234390.71,112723.78,121666.93,0.52,0.781,0.663
CA,1998,240069.32,113919.57,126149.74,0.53,0.800,0.690
CA,1998,246143.31,115114.30,131029.01,0.53,0.820,0.719
CA,1998,252528.00,116193.74,136334.26,0.54,0.841,0.751
CA,1999,259210.38,117120.56,142089.82,0.55,0.864,0.785
CA,1999,266242.50,117857.78,148384.72,0.56,0.887,0.822
CA,1999,273755.53,118547.71,155207.82,0.57,0.912,0.862
CA,1999,281888.53,119291.62,162596.90,0.58,0.939,0.905
CA,2000,290693.37,119781.86,170911.51,0.59,0.969,0.951
CA,2000,300126.70,120932.35,179194.35,0.60,1.000,1.000
CA,2000,310085.57,122338.65,187746.93,0.61,1.033,1.051
CA,2000,320379.65,123967.70,196411.95,0.61,1.067,1.104
CA,2001,330754.27,126476.18,204278.10,0.62,1.102,1.157
CA,2001,341159.07,128245.85,212913.21,0.62,1.137,1.211
CA,2001,351858.22,129946.56,221911.66,0.63,1.172,1.266
CA,2001,363334.16,131577.40,231756.76,0.64,1.211,1.325
CA,2002,375995.66,132617.38,243378.28,0.65,1.253,1.391
CA,2002,390023.56,134128.88,255894.68,0.66,1.300,1.466
CA,2002,405345.82,135483.52,269862.29,0.67,1.351,1.549
CA,2002,421901.40,136542.35,285359.05,0.68,1.406,1.641
CA,2003,439950.26,137543.52,302406.74,0.69,1.466,1.745
CA,2003,460054.42,138226.23,321828.19,0.70,1.533,1.861
CA,2003,482947.23,139361.04,343586.19,0.71,1.609,1.990
CA,2003,509138.99,141452.54,367686.45,0.72,1.696,2.133
CA,2004,538559.30,144683.44,393875.86,0.73,1.794,2.287
CA,2004,570818.61,148992.83,421825.78,0.74,1.902,2.453
CA,2004,604947.07,153654.29,451292.78,0.75,2.016,2.627
CA,2004,639484.68,158074.66,481410.02,0.75,2.131,2.805
CA,2005,672906.73,161775.43,511131.29,0.76,2.242,2.981
CA,2005,703372.93,164923.54,538449.39,0.77,2.344,3.143
CA,2005,728777.85,167756.00,561021.86,0.77,2.428,3.278
CA,2005,747169.21,170532.82,576636.39,0.77,2.490,3.372
CA,2006,757485.62,173061.72,584423.90,0.77,2.524,3.418
CA,2006,759587.81,176126.56,583461.25,0.77,2.531,3.416
CA,2006,754138.70,179158.92,574979.79,0.76,2.513,3.370
CA,2006,741967.97,181959.08,560008.90,0.75,2.472,3.286
CA,2007,723072.80,184742.24,538330.56,0.74,2.409,3.166
CA,2007,696547.03,187018.20,509528.83,0.73,2.321,3.001
CA,2007,662380.76,189497.03,472883.74,0.71,2.207,2.790
CA,2007,622436.35,192576.48,429859.87,0.69,2.074,2.540
CA,2008,580122.13,196555.09,383567.05,0.66,1.933,2.270
CA,2008,539671.23,200715.98,338955.26,0.63,1.798,2.009
CA,2008,504948.59,204424.93,300523.66,0.60,1.682,1.783
CA,2008,478218.33,206964.78,271253.56,0.57,1.593,1.611
CA,2009,460262.47,207868.25,252394.22,0.55,1.534,1.501
CA,2009,450351.53,207566.14,242785.38,0.54,1.501,1.445
CA,2009,446399.27,206780.29,239618.98,0.54,1.487,1.427
CA,2009,445416.89,206215.10,239201.79,0.54,1.484,1.426
CA,2010,444700.61,206049.22,238651.40,0.54,1.482,1.421
CA,2010,442562.95,207172.76,235390.19,0.53,1.475,1.402
CA,2010,438456.99,209032.26,229424.74,0.52,1.461,1.369
CA,2010,432960.73,211454.67,221506.06,0.51,1.443,1.324
CA,2011,427273.55,214594.07,212679.48,0.50,1.424,1.276
CA,2011,422924.35,217413.08,205511.26,0.49,1.409,1.236
CA,2011,421339.62,220010.31,201329.30,0.48,1.404,1.213
CA,2011,423511.35,222148.07,201363.28,0.48,1.411,1.216
CA,2012,430006.08,223592.68,206413.40,0.48,1.433,1.248
CA,2012,440950.79,224762.29,216188.50,0.49,1.469,1.309
CA,2012,456011.26,225879.26,230132.00,0.50,1.519,1.396
CA,2012,474716.85,227250.59,247466.27,0.52,1.582,1.504
CA,2013,495791.61,229109.63,266681.98,0.54,1.652,1.624
CA,2013,517514.79,231398.16,286116.63,0.55,1.724,1.745
CA,2013,538128.91,233982.42,304146.49,0.57,1.793,1.858
CA,2013,556518.58,236726.87,319791.70,0.57,1.854,1.957
CA,2014,572509.72,241601.08,330908.63,0.58,1.908,2.029
CA,2014,586466.22,242269.71,344196.51,0.59,1.954,2.114
CA,2014,599070.21,247842.26,351227.95,0.59,1.996,2.161
CA,2014,610920.08,253306.62,357613.46,0.59,2.036,2.204
CA,2015,622333.97,254000.55,368333.42,0.59,2.074,2.273
CA,2015,633432.87,252018.69,381414.18,0.60,2.111,2.358
CA,2015,644404.17,253841.46,390562.71,0.61,2.147,2.419
CO,1975,35834.67,33987.02,1847.65,0.05,0.170,0.011
CO,1975,36313.62,34497.94,1815.68,0.05,0.172,0.011
CO,1975,36847.03,35004.68,1842.35,0.05,0.175,0.012
CO,1975,37513.59,35444.51,2069.08,0.06,0.178,0.013
CO,1976,38379.08,35893.94,2485.14,0.06,0.182,0.016
CO,1976,39481.52,36399.27,3082.25,0.08,0.187,0.020
CO,1976,40744.01,36968.55,3775.47,0.09,0.193,0.025
CO,1976,42198.91,37608.62,4590.29,0.11,0.200,0.030
CO,1977,43875.86,38315.30,5560.56,0.13,0.208,0.036
CO,1977,45788.79,39084.99,6703.80,0.15,0.217,0.044
CO,1977,47974.80,39889.11,8085.69,0.17,0.227,0.054
CO,1977,50403.68,40705.49,9698.18,0.19,0.239,0.065
CO,1978,53008.31,41537.42,11470.88,0.22,0.251,0.077
CO,1978,55729.43,42372.97,13356.46,0.24,0.264,0.091
CO,1978,58481.42,43260.56,15220.86,0.26,0.277,0.104
CO,1978,61155.74,44232.22,16923.52,0.28,0.290,0.116
CO,1979,63669.42,45324.25,18345.16,0.29,0.302,0.127
CO,1979,65949.80,46467.89,19481.90,0.30,0.312,0.136
CO,1979,67963.19,47638.88,20324.31,0.30,0.322,0.143
CO,1979,69722.03,48796.89,20925.14,0.30,0.330,0.148
