STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
UT,2010,258653.91,173199.24,85454.68,0.33,1.450,1.327
UT,2010,254779.17,173379.46,81399.71,0.32,1.429,1.267
UT,2010,251112.11,174031.55,77080.57,0.31,1.408,1.204
UT,2010,247766.96,175325.10,72441.86,0.29,1.389,1.135
UT,2011,245074.10,177443.41,67630.69,0.28,1.374,1.066
UT,2011,243835.21,179817.37,64017.83,0.26,1.367,1.013
UT,2011,244512.79,182154.08,62358.70,0.26,1.371,0.991
UT,2011,247162.12,184050.77,63111.35,0.26,1.386,1.006
UT,2012,251704.48,185206.44,66498.04,0.26,1.411,1.064
UT,2012,257700.02,185938.06,71761.96,0.28,1.445,1.152
UT,2012,264651.64,186598.01,78053.62,0.29,1.484,1.258
UT,2012,272127.65,187564.92,84562.72,0.31,1.526,1.367
UT,2013,279620.25,189125.30,90494.95,0.32,1.568,1.469
UT,2013,286680.67,191202.53,95478.14,0.33,1.608,1.555
UT,2013,292959.06,193627.88,99331.18,0.34,1.643,1.624
UT,2013,298355.66,196232.40,102123.26,0.34,1.673,1.676
UT,2014,303096.28,200171.93,102924.35,0.34,1.700,1.695
UT,2014,307482.45,200624.37,106858.08,0.35,1.724,1.766
UT,2014,311945.28,205127.42,106817.86,0.34,1.749,1.771
UT,2014,316862.56,209537.59,107324.96,0.34,1.777,1.786
UT,2015,322305.77,210005.65,112300.12,0.35,1.807,1.876
UT,2015,328112.64,208273.88,119838.76,0.37,1.840,2.009
UT,2015,334266.23,209692.19,124574.04,0.37,1.874,2.096
VT,1975,27779.20,23909.81,3869.39,0.14,0.190,0.000
VT,1975,28034.20,23960.76,4073.44,0.15,0.192,0.000
VT,1975,28340.63,23920.89,4419.75,0.16,0.194,0.000
VT,1975,28858.01,23948.98,4909.04,0.17,0.197,0.000
VT,1976,29396.46,24169.41,5227.04,0.18,0.201,0.000
VT,1976,25787.52,24498.15,1289.38,0.05,0.176,0.000
VT,1976,27857.31,26464.45,1392.87,0.05,0.190,0.000
VT,1976,29552.00,28074.40,1477.60,0.05,0.202,0.000
VT,1977,30841.89,29299.80,1542.09,0.05,0.211,0.000
VT,1977,31879.43,30285.46,1593.97,0.05,0.218,0.001
VT,1977,32811.16,30836.12,1975.04,0.06,0.224,0.001
VT,1977,33916.66,31148.46,2768.20,0.08,0.232,0.001
VT,1978,35242.27,31594.90,3647.37,0.10,0.241,0.002
VT,1978,36530.34,32175.58,4354.76,0.12,0.250,0.002
VT,1978,37630.13,32886.43,4743.69,0.13,0.257,0.003
VT,1978,38464.83,33720.57,4744.26,0.12,0.263,0.003
VT,1979,39335.65,34662.26,4673.39,0.12,0.269,0.003
VT,1979,40260.88,35652.91,4607.97,0.11,0.275,0.003
VT,1979,41437.68,36624.70,4812.98,0.12,0.283,0.003
VT,1979,42781.76,37509.38,5272.38,0.12,0.292,0.003
VT,1980,44003.98,38260.47,5743.52,0.13,0.301,0.003
VT,1980,45109.17,38927.45,6181.72,0.14,0.308,0.003
VT,1980,46054.23,39581.23,6473.00,0.14,0.315,0.004
VT,1980,46677.27,40292.61,6384.66,0.14,0.319,0.004
VT,1981,46780.00,41117.40,5662.60,0.12,0.320,0.003
VT,1981,46482.61,42044.76,4437.86,0.10,0.318,0.002
VT,1981,46155.13,43054.24,3100.89,0.07,0.315,0.002
VT,1981,46448.29,44125.87,2322.41,0.05,0.317,0.001
VT,1982,48026.10,45624.79,2401.30,0.05,0.328,0.002
VT,1982,49786.07,47296.77,2489.30,0.05,0.340,0.002
VT,1982,51387.88,48818.49,2569.39,0.05,0.351,0.002
VT,1982,52916.39,50270.57,2645.82,0.05,0.362,0.003
VT,1983,54341.32,51624.26,2717.07,0.05,0.371,0.004
VT,1983,55665.01,52881.76,2783.25,0.05,0.380,0.005
VT,1983,57041.75,54189.66,2852.09,0.05,0.390,0.007
VT,1983,58440.66,55518.63,2922.03,0.05,0.399,0.009
VT,1984,59805.05,56814.80,2990.25,0.05,0.409,0.013
VT,1984,61179.86,58120.86,3058.99,0.05,0.418,0.018
VT,1984,62623.25,59492.09,3131.16,0.05,0.428,0.025
VT,1984,64187.72,60978.33,3209.39,0.05,0.439,0.036
VT,1985,65940.61,62643.58,3297.03,0.05,0.451,0.053
VT,1985,67895.94,62938.21,4957.74,0.07,0.464,0.079
VT,1985,70025.23,63309.47,6715.76,0.10,0.479,0.108
VT,1985,72360.74,63787.20,8573.54,0.12,0.494,0.138
VT,1986,74948.48,64379.06,10569.43,0.14,0.512,0.170
VT,1986,77795.25,65017.00,12778.25,0.16,0.532,0.206
VT,1986,80946.00,65617.82,15328.18,0.19,0.553,0.248
VT,1986,84364.47,66097.47,18267.00,0.22,0.577,0.296
VT,1987,88000.54,66378.76,21621.78,0.25,0.601,0.351
VT,1987,91831.81,66576.34,25255.47,0.28,0.628,0.412
VT,1987,95860.85,66760.89,29099.96,0.30,0.655,0.476
VT,1987,100081.60,67024.99,33056.61,0.33,0.684,0.543
VT,1988,104349.77,67489.15,36860.61,0.35,0.713,0.609
VT,1988,108557.82,68011.68,40546.14,0.37,0.742,0.672
VT,1988,112549.83,68598.04,43951.79,0.39,0.769,0.732
VT,1988,116233.40,69202.80,47030.59,0.40,0.794,0.786
VT,1989,119604.70,69841.62,49763.09,0.42,0.817,0.836
VT,1989,122613.72,70371.20,52242.52,0.43,0.838,0.880
VT,1989,125136.61,70838.34,54298.27,0.43,0.855,0.917
VT,1989,127096.38,71236.34,55860.05,0.44,0.869,0.946
VT,1990,128513.87,71499.13,57014.74,0.44,0.878,0.966
VT,1990,129520.40,71811.45,57708.95,0.45,0.885,0.979
VT,1990,128991.59,72138.11,56853.49,0.44,0.881,0.965
VT,1990,128272.61,72512.08,55760.53,0.43,0.877,0.948
VT,1991,127435.72,72917.18,54518.54,0.43,0.871,0.927
VT,1991,126657.02,73414.60,53242.42,0.42,0.866,0.907
VT,1991,126103.39,73927.06,52176.32,0.41,0.862,0.890
VT,1991,125882.37,74414.64,51467.72,0.41,0.860,0.879
VT,1992,125989.10,74971.42,51017.68,0.40,0.861,0.876
VT,1992,126271.26,75333.84,50937.42,0.40,0.863,0.875
VT,1992,126594.13,75661.03,50933.10,0.40,0.865,0.875
VT,1992,126899.77,75991.92,50907.85,0.40,0.867,0.875
VT,1993,127078.84,76183.73,50895.12,0.40,0.868,0.871
VT,1993,127159.69,76602.09,50557.60,0.40,0.869,0.864
VT,1993,127228.17,77029.92,50198.25,0.39,0.869,0.858
VT,1993,127287.53,77416.96,49870.57,0.39,0.870,0.853
VT,1994,127239.58,77756.99,49482.58,0.39,0.869,0.848
VT,1994,127036.10,78083.53,48952.56,0.39,0.868,0.840
VT,1994,126677.06,78518.44,48158.62,0.38,0.866,0.828
VT,1994,126234.41,79165.14,47069.26,0.37,0.863,0.811
VT,1995,125921.07,80174.73,45746.33,0.36,0.860,0.792
VT,1995,125827.74,81228.95,44598.79,0.35,0.860,0.774
VT,1995,125867.90,82268.72,43599.18,0.35,0.860,0.758
VT,1995,126038.13,83146.11,42892.02,0.34,0.861,0.747
VT,1996,126372.77,83705.73,42667.04,0.34,0.864,0.744
VT,1996,126453.12,84108.74,42344.38,0.33,0.864,0.739
VT,1996,126360.13,84397.67,41962.47,0.33,0.863,0.734
VT,1996,126230.36,84661.76,41568.60,0.33,0.863,0.728
VT,1997,126124.00,84964.91,41159.08,0.33,0.862,0.722
VT,1997,126185.03,85313.26,40871.77,0.32,0.862,0.718
VT,1997,126565.00,85673.43,40891.56,0.32,0.865,0.720
VT,1997,127234.66,86018.08,41216.58,0.32,0.869,0.727
VT,1998,128140.06,86344.83,41795.24,0.33,0.876,0.739
VT,1998,129184.81,86577.63,42607.18,0.33,0.883,0.755
VT,1998,130384.84,86721.25,43663.59,0.33,0.891,0.776
VT,1998,131838.95,86757.20,45081.74,0.34,0.901,0.802
VT,1999,133592.12,86715.11,46877.01,0.35,0.913,0.836
VT,1999,135708.60,86723.40,48985.19,0.36,0.927,0.875
VT,1999,138072.77,86988.91,51083.86,0.37,0.944,0.914
VT,1999,140611.54,87705.96,52905.58,0.38,0.961,0.948
VT,2000,143382.69,88898.50,54484.19,0.38,0.980,0.976
VT,2000,146338.40,90585.16,55753.24,0.38,1.000,1.000
VT,2000,149485.36,92398.15,57087.22,0.38,1.022,1.026
VT,2000,152765.13,94060.25,58704.88,0.38,1.044,1.058
VT,2001,156097.08,95521.01,60576.07,0.39,1.067,1.098
VT,2001,159443.28,96458.47,62984.81,0.40,1.090,1.144
VT,2001,162675.97,97151.93,65524.04,0.40,1.112,1.193
VT,2001,165863.42,97724.68,68138.74,0.41,1.133,1.242
VT,2002,169010.08,98153.48,70856.61,0.42,1.155,1.290
VT,2002,172065.83,98677.88,73387.96,0.43,1.176,1.338
VT,2002,175136.44,99117.85,76018.59,0.43,1.197,1.387
VT,2002,178318.12,99407.71,78910.41,0.44,1.219,1.441
VT,2003,181798.14,99598.81,82199.33,0.45,1.242,1.504
VT,2003,185811.23,99824.91,85986.33,0.46,1.270,1.575
VT,2003,190590.75,100461.19,90129.56,0.47,1.302,1.652
VT,2003,196117.01,101831.21,94285.80,0.48,1.340,1.729
VT,2004,202312.03,104096.65,98215.38,0.49,1.382,1.801
VT,2004,208951.07,106957.67,101993.40,0.49,1.428,1.871
VT,2004,215654.14,109892.39,105761.75,0.49,1.474,1.941
VT,2004,222240.01,112403.25,109836.75,0.49,1.519,2.016
VT,2005,228495.58,114130.25,114365.33,0.50,1.561,2.099
VT,2005,234247.12,115470.11,118777.02,0.51,1.601,2.181
VT,2005,239321.35,116892.34,122429.01,0.51,1.635,2.248
VT,2005,243544.94,118893.83,124651.11,0.51,1.664,2.290
VT,2006,246959.85,121757.41,125202.44,0.51,1.688,2.300
VT,2006,249712.87,125096.10,124616.77,0.50,1.706,2.290
VT,2006,251772.78,128248.88,123523.90,0.49,1.720,2.272
VT,2006,253184.55,130578.99,122605.56,0.48,1.730,2.256
VT,2007,253872.73,131761.12,122111.61,0.48,1.735,2.250
VT,2007,253953.21,132102.84,121850.37,0.48,1.735,2.247
VT,2007,253399.39,132424.28,120975.11,0.48,1.732,2.232
VT,2007,252199.05,133464.59,118734.45,0.47,1.723,2.191
VT,2008,250506.69,135712.19,114794.50,0.46,1.712,2.119
VT,2008,248458.25,138648.50,109809.75,0.44,1.698,2.027
VT,2008,246533.75,141501.99,105031.76,0.43,1.685,1.938
VT,2008,245023.87,143500.72,101523.15,0.41,1.674,1.873
VT,2009,243808.18,144091.78,99716.40,0.41,1.666,1.839
VT,2009,242786.60,143584.28,99202.32,0.41,1.659,1.828
VT,2009,241520.99,142511.92,99009.07,0.41,1.650,1.823
VT,2009,239865.78,141406.41,98459.38,0.41,1.639,1.811
VT,2010,238070.65,140573.10,97497.54,0.41,1.627,1.789
VT,2010,236281.00,140606.73,95674.27,0.40,1.615,1.754
VT,2010,234720.56,141485.43,93235.13,0.40,1.604,1.709
VT,2010,233608.77,143349.52,90259.25,0.39,1.596,1.655
VT,2011,232998.92,146366.87,86632.05,0.37,1.592,1.593
VT,2011,232802.79,149771.23,83031.56,0.36,1.591,1.527
VT,2011,233128.72,153158.72,79970.00,0.34,1.593,1.472
VT,2011,233778.95,155985.51,77793.44,0.33,1.598,1.432
VT,2012,234292.29,157845.29,76447.00,0.33,1.601,1.407
VT,2012,234696.55,159118.78,75577.77,0.32,1.604,1.392
VT,2012,235209.93,160249.68,74960.25,0.32,1.607,1.380
VT,2012,235912.10,161713.03,74199.07,0.31,1.612,1.367
VT,2013,236855.12,163871.10,72984.02,0.31,1.619,1.345
VT,2013,237730.61,166634.76,71095.86,0.30,1.625,1.310
VT,2013,238383.54,169802.01,68581.54,0.29,1.629,1.264
VT,2013,238736.79,173170.82,65565.97,0.27,1.631,1.209
VT,2014,238779.00,176335.79,62443.21,0.26,1.632,1.151
VT,2014,239121.54,176406.47,62715.07,0.26,1.634,1.157
VT,2014,239534.76,180043.61,59491.15,0.25,1.637,1.097
VT,2014,240269.18,183588.25,56680.93,0.24,1.642,1.046
VT,2015,241496.37,183651.50,57844.87,0.24,1.650,1.067
VT,2015,243113.43,181764.73,61348.70,0.25,1.661,1.132
VT,2015,244714.14,182620.62,62093.52,0.25,1.672,1.146
VA,1975,36976.25,30572.99,6403.25,0.17,0.223,0.065
VA,1975,37007.50,31026.08,5981.42,0.16,0.223,0.061
VA,1975,37145.71,31361.91,5783.80,0.16,0.224,0.059
VA,1975,37421.73,31702.31,5719.42,0.15,0.226,0.058
VA,1976,37845.77,32152.50,5693.26,0.15,0.228,0.059
VA,1976,38410.00,32697.46,5712.54,0.15,0.231,0.059
VA,1976,39142.83,33323.50,5819.33,0.15,0.236,0.060
VA,1976,40028.07,34009.61,6018.47,0.15,0.241,0.063
VA,1977,41049.89,34723.37,6326.53,0.15,0.247,0.066
VA,1977,42193.55,35456.76,6736.79,0.16,0.254,0.071
VA,1977,43439.75,36168.58,7271.17,0.17,0.262,0.077
VA,1977,44766.16,36826.97,7939.19,0.18,0.270,0.084
VA,1978,46173.48,37437.62,8735.86,0.19,0.278,0.093
VA,1978,47659.84,38010.91,9648.93,0.20,0.287,0.103
VA,1978,49172.48,38639.69,10532.79,0.21,0.296,0.113
VA,1978,50671.74,39397.37,11274.37,0.22,0.305,0.122
VA,1979,52134.35,40318.32,11816.02,0.23,0.314,0.128
VA,1979,53608.42,41379.56,12228.86,0.23,0.323,0.133
VA,1979,55113.11,42487.29,12625.82,0.23,0.332,0.137
VA,1979,56625.33,43560.96,13064.36,0.23,0.341,0.143
VA,1980,58121.10,44522.27,13598.84,0.23,0.350,0.149
VA,1980,59499.73,45430.78,14068.95,0.24,0.359,0.154
VA,1980,60721.97,46307.39,14414.58,0.24,0.366,0.158
VA,1980,61740.30,47189.53,14550.77,0.24,0.372,0.161
VA,1981,62588.05,48144.24,14443.80,0.23,0.377,0.160
VA,1981,63292.52,49121.27,14171.26,0.22,0.381,0.158
VA,1981,63938.73,50178.05,13760.68,0.22,0.385,0.154
VA,1981,64569.09,51340.71,13228.38,0.20,0.389,0.148
VA,1982,65191.36,52599.51,12591.85,0.19,0.393,0.141
VA,1982,65951.07,53870.40,12080.68,0.18,0.397,0.136
VA,1982,66991.15,55011.07,11980.08,0.18,0.404,0.135
VA,1982,68419.84,55889.03,12530.81,0.18,0.412,0.141
VA,1983,69986.38,56390.62,13595.76,0.19,0.422,0.153
VA,1983,71521.10,56643.03,14878.07,0.21,0.431,0.168
VA,1983,72928.61,56739.29,16189.33,0.22,0.439,0.183
VA,1983,74237.92,56794.13,17443.80,0.23,0.447,0.198
VA,1984,75516.57,56929.92,18586.65,0.25,0.455,0.212
VA,1984,76763.57,57101.15,19662.42,0.26,0.463,0.225
VA,1984,77986.21,57334.53,20651.69,0.26,0.470,0.238
VA,1984,79210.21,57630.31,21579.90,0.27,0.477,0.249
VA,1985,80506.53,57971.58,22534.95,0.28,0.485,0.261
VA,1985,81866.37,58374.63,23491.73,0.29,0.493,0.273
VA,1985,83281.22,58805.10,24476.12,0.29,0.502,0.286
VA,1985,84778.34,59242.49,25535.85,0.30,0.511,0.299
VA,1986,86429.15,59683.75,26745.41,0.31,0.521,0.315
VA,1986,88285.35,60110.29,28175.07,0.32,0.532,0.333
VA,1986,90392.40,60549.03,29843.37,0.33,0.545,0.354
VA,1986,92791.58,61015.86,31775.73,0.34,0.559,0.379
VA,1987,95536.69,61519.67,34017.03,0.36,0.576,0.407
VA,1987,98641.15,62059.93,36581.22,0.37,0.594,0.440
VA,1987,102038.84,62621.90,39416.94,0.39,0.615,0.476
VA,1987,105565.95,63192.55,42373.40,0.40,0.636,0.514
VA,1988,109128.67,63784.59,45344.09,0.42,0.658,0.552
VA,1988,112628.48,64346.02,48282.46,0.43,0.679,0.590
VA,1988,115948.13,64904.80,51043.33,0.44,0.699,0.627
VA,1988,119015.38,65466.04,53549.34,0.45,0.717,0.660
VA,1989,121777.00,66065.77,55711.23,0.46,0.734,0.689
VA,1989,124173.03,66610.52,57562.52,0.46,0.748,0.715
VA,1989,126112.86,67118.64,58994.22,0.47,0.760,0.734
VA,1989,127548.74,67575.03,59973.71,0.47,0.769,0.748
VA,1990,128503.67,67904.57,60599.10,0.47,0.774,0.757
VA,1990,129073.70,68317.65,60756.05,0.47,0.778,0.760
VA,1990,128959.38,68793.34,60166.04,0.47,0.777,0.755
VA,1990,128733.83,69382.79,59351.04,0.46,0.776,0.746
VA,1991,128563.79,70074.86,58488.94,0.45,0.775,0.736
VA,1991,128513.70,70907.62,57606.08,0.45,0.774,0.727
VA,1991,128649.88,71760.60,56889.28,0.44,0.775,0.720
VA,1991,128979.10,72553.44,56425.65,0.44,0.777,0.717
VA,1992,129388.85,73411.37,55977.48,0.43,0.780,0.716
VA,1992,129778.28,73934.50,55843.79,0.43,0.782,0.716
VA,1992,130191.91,74367.26,55824.65,0.43,0.785,0.717
VA,1992,130609.83,74772.68,55837.15,0.43,0.787,0.718
VA,1993,131043.58,75007.90,56035.68,0.43,0.790,0.718
VA,1993,131534.98,75486.26,56048.72,0.43,0.793,0.719
VA,1993,132096.61,75967.67,56128.94,0.42,0.796,0.720
VA,1993,132745.84,76398.50,56347.34,0.42,0.800,0.724
VA,1994,133479.06,76746.85,56732.21,0.43,0.804,0.730
VA,1994,134260.34,77108.09,57152.26,0.43,0.809,0.737
VA,1994,135027.65,77586.00,57441.65,0.43,0.814,0.742
VA,1994,135725.46,78289.96,57435.50,0.42,0.818,0.744
VA,1995,136331.16,79391.22,56939.94,0.42,0.822,0.742
VA,1995,136895.07,80515.12,56379.96,0.41,0.825,0.737
VA,1995,137466.57,81603.30,55863.27,0.41,0.828,0.732
VA,1995,138067.04,82490.41,55576.63,0.40,0.832,0.730
VA,1996,138725.76,82998.65,55727.11,0.40,0.836,0.732
VA,1996,139415.49,83376.19,56039.30,0.40,0.840,0.738
VA,1996,140130.48,83706.63,56423.85,0.40,0.844,0.745
VA,1996,140866.56,84137.82,56728.75,0.40,0.849,0.751
VA,1997,141633.99,84784.16,56849.82,0.40,0.854,0.754
VA,1997,142432.99,85592.32,56840.68,0.40,0.858,0.756
VA,1997,143320.18,86484.74,56835.44,0.40,0.864,0.759
VA,1997,144342.82,87379.15,56963.67,0.39,0.870,0.763
VA,1998,145513.81,88223.24,57290.57,0.39,0.877,0.770
VA,1998,146897.18,88962.16,57935.02,0.39,0.885,0.781
VA,1998,148511.84,89611.99,58899.84,0.40,0.895,0.796
VA,1998,150376.00,90172.60,60203.40,0.40,0.906,0.816
VA,1999,152443.75,90689.44,61754.31,0.41,0.919,0.840
VA,1999,154660.50,91119.10,63541.39,0.41,0.932,0.867
VA,1999,157091.48,91551.40,65540.08,0.42,0.947,0.897
VA,1999,159775.20,92039.62,67735.58,0.42,0.963,0.929
VA,2000,162722.98,92485.39,70237.60,0.43,0.981,0.964
VA,2000,165936.80,93235.61,72701.19,0.44,1.000,1.000
VA,2000,169383.90,94149.83,75234.08,0.44,1.021,1.038
VA,2000,173047.50,95225.95,77821.55,0.45,1.043,1.078
VA,2001,176904.65,96684.40,80220.26,0.45,1.066,1.119
VA,2001,180882.81,97927.68,82955.13,0.46,1.090,1.162
VA,2001,184943.17,99120.73,85822.44,0.46,1.115,1.206
VA,2001,189085.53,100200.49,88885.04,0.47,1.140,1.253
VA,2002,193384.83,100947.95,92436.88,0.48,1.165,1.303
VA,2002,197898.86,101740.09,96158.77,0.49,1.193,1.359
VA,2002,202648.67,102408.06,100240.61,0.49,1.221,1.420
VA,2002,207716.37,102946.82,104769.56,0.50,1.252,1.488
VA,2003,213210.65,103488.92,109721.72,0.51,1.285,1.564
VA,2003,219246.97,104136.00,115110.97,0.53,1.321,1.645
VA,2003,225929.23,105316.01,120613.22,0.53,1.362,1.728
VA,2003,233331.83,107381.19,125950.64,0.54,1.406,1.808
VA,2004,241489.05,110500.57,130988.48,0.54,1.455,1.884
VA,2004,250457.21,114412.32,136044.90,0.54,1.509,1.961
VA,2004,260169.96,118567.42,141602.54,0.54,1.568,2.045
VA,2004,270390.17,122454.20,147935.97,0.55,1.629,2.141
VA,2005,280810.83,125727.25,155083.57,0.55,1.692,2.250
VA,2005,291095.76,128541.99,162553.77,0.56,1.754,2.363
VA,2005,300841.98,131282.58,169559.40,0.56,1.813,2.470
VA,2005,309585.63,134311.64,175273.99,0.57,1.866,2.558
VA,2006,316929.56,137779.28,179150.28,0.57,1.910,2.618
VA,2006,322674.24,141525.48,181148.76,0.56,1.945,2.652
VA,2006,326807.10,144998.51,181808.59,0.56,1.969,2.667
VA,2006,329340.06,147715.82,181624.24,0.55,1.985,2.670
VA,2007,329985.09,149493.68,180491.41,0.55,1.989,2.660
VA,2007,328544.70,150531.95,178012.76,0.54,1.980,2.629
VA,2007,325002.50,151606.71,173395.78,0.53,1.959,2.566
VA,2007,319651.05,153388.79,166262.25,0.52,1.926,2.465
VA,2008,313148.89,156283.11,156865.78,0.50,1.887,2.329
VA,2008,306203.37,159740.24,146463.13,0.48,1.845,2.178
VA,2008,299738.23,162895.43,136842.80,0.46,1.806,2.037
VA,2008,294462.80,164899.51,129563.29,0.44,1.775,1.932
VA,2009,290897.61,165184.80,125712.82,0.43,1.753,1.877
VA,2009,288772.04,164182.62,124589.42,0.43,1.740,1.862
VA,2009,287531.42,162650.72,124880.70,0.43,1.733,1.868
VA,2009,286515.20,161329.35,125185.85,0.44,1.727,1.874
VA,2010,285111.17,160619.14,124492.03,0.44,1.718,1.862
VA,2010,283347.27,161076.56,122270.71,0.43,1.708,1.830
VA,2010,281212.51,162421.52,118790.99,0.42,1.695,1.781
VA,2010,279093.03,164581.04,114511.99,0.41,1.682,1.720
VA,2011,277381.95,167599.82,109782.14,0.40,1.672,1.656
VA,2011,276518.71,170668.20,105850.51,0.38,1.666,1.601
VA,2011,276603.02,173517.41,103085.61,0.37,1.667,1.562
VA,2011,277559.86,175699.47,101860.39,0.37,1.673,1.547
VA,2012,279399.74,176867.42,102532.32,0.37,1.684,1.559
VA,2012,281965.73,177402.60,104563.13,0.37,1.699,1.593
VA,2012,285042.58,177687.56,107355.02,0.38,1.718,1.639
VA,2012,288378.84,178148.18,110230.66,0.38,1.738,1.686
VA,2013,291716.13,179115.11,112601.02,0.39,1.758,1.726
VA,2013,294873.83,180535.43,114338.39,0.39,1.777,1.756
VA,2013,297576.51,182259.22,115317.29,0.39,1.793,1.774
VA,2013,299894.61,184136.40,115758.21,0.39,1.807,1.784
VA,2014,302081.23,187706.90,114374.33,0.38,1.820,1.766
VA,2014,304232.22,187993.53,116238.69,0.38,1.833,1.799
VA,2014,306431.99,192075.02,114356.97,0.37,1.847,1.773
VA,2014,308705.97,196059.18,112646.79,0.36,1.860,1.750
VA,2015,310957.48,196335.96,114621.52,0.37,1.874,1.784
VA,2015,313266.94,194536.77,118730.16,0.38,1.888,1.851
VA,2015,315743.28,195670.64,120072.64,0.38,1.903,1.876
WA,1975,29752.43,28264.81,1487.62,0.05,0.139,0.000
WA,1975,30588.16,29058.75,1529.41,0.05,0.143,0.000
WA,1975,31452.94,29880.29,1572.65,0.05,0.147,0.000
WA,1975,32392.11,30772.50,1619.61,0.05,0.151,0.000
WA,1976,33530.13,31853.63,1676.51,0.05,0.157,0.000
WA,1976,34886.20,33141.89,1744.31,0.05,0.163,0.000
WA,1976,36420.19,34599.18,1821.01,0.05,0.170,0.001
WA,1976,38117.98,36212.08,1905.90,0.05,0.178,0.001
WA,1977,40034.79,38033.05,2001.74,0.05,0.187,0.002
WA,1977,42220.47,40109.44,2111.02,0.05,0.197,0.003
WA,1977,44667.06,42433.70,2233.35,0.05,0.209,0.004
WA,1977,47302.19,43608.41,3693.77,0.08,0.221,0.008
WA,1978,50063.27,44493.91,5569.36,0.11,0.234,0.012
WA,1978,52871.18,45353.38,7517.80,0.14,0.247,0.016
WA,1978,55602.83,46261.21,9341.62,0.17,0.260,0.020
WA,1978,58170.80,47282.29,10888.50,0.19,0.272,0.024
WA,1979,60554.33,48461.76,12092.57,0.20,0.283,0.026
WA,1979,62751.76,49803.40,12948.36,0.21,0.293,0.028
WA,1979,64678.89,51279.09,13399.80,0.21,0.302,0.030
WA,1979,66317.69,52865.55,13452.14,0.20,0.310,0.030
WA,1980,67670.76,54543.80,13126.96,0.19,0.316,0.029
WA,1980,68759.99,56200.99,12559.00,0.18,0.321,0.028
WA,1980,69639.50,57765.39,11874.11,0.17,0.325,0.027
WA,1980,70327.08,59150.70,11176.38,0.16,0.328,0.026
WA,1981,70944.12,60314.05,10630.07,0.15,0.331,0.024
WA,1981,71585.59,61338.81,10246.78,0.14,0.334,0.024
WA,1981,72106.76,62364.54,9742.23,0.14,0.337,0.023
WA,1981,72425.49,63524.87,8900.62,0.12,0.338,0.021
WA,1982,72543.36,64899.45,7643.91,0.11,0.339,0.018
WA,1982,72556.36,66373.41,6182.95,0.09,0.339,0.014
WA,1982,72656.85,67769.50,4887.35,0.07,0.339,0.011
WA,1982,72989.26,68913.59,4075.66,0.06,0.341,0.009
WA,1983,73388.24,69670.20,3718.04,0.05,0.343,0.009
WA,1983,73765.37,70077.10,3688.27,0.05,0.344,0.009
WA,1983,74178.87,70469.92,3708.94,0.05,0.346,0.009
WA,1983,74735.68,70998.89,3736.78,0.05,0.349,0.011
WA,1984,75452.17,71679.56,3772.61,0.05,0.352,0.013
WA,1984,76256.83,72443.99,3812.84,0.05,0.356,0.017
WA,1984,77089.04,73234.58,3854.45,0.05,0.360,0.022
WA,1984,77886.94,73992.60,3894.35,0.05,0.364,0.026
WA,1985,78623.33,74692.16,3931.17,0.05,0.367,0.028
WA,1985,79315.72,75349.94,3965.79,0.05,0.370,0.030
WA,1985,80000.34,76000.33,4000.02,0.05,0.374,0.031
WA,1985,80701.07,76666.02,4035.05,0.05,0.377,0.032
WA,1986,81430.64,77288.91,4141.73,0.05,0.380,0.035
WA,1986,82171.09,77526.32,4644.77,0.06,0.384,0.039
WA,1986,82924.76,77749.41,5175.35,0.06,0.387,0.044
WA,1986,83700.26,78051.12,5649.14,0.07,0.391,0.048
WA,1987,84496.40,78493.10,6003.30,0.07,0.395,0.051
WA,1987,85325.47,79032.91,6292.56,0.07,0.398,0.054
WA,1987,86233.46,79591.93,6641.53,0.08,0.403,0.057
WA,1987,87301.64,80095.19,7206.45,0.08,0.408,0.062
WA,1988,88633.97,80503.08,8130.89,0.09,0.414,0.070
WA,1988,90322.71,80869.14,9453.57,0.10,0.422,0.082
WA,1988,92500.45,81295.01,11205.43,0.12,0.432,0.097
WA,1988,95324.51,81876.97,13447.54,0.14,0.445,0.117
WA,1989,98971.60,82677.96,16293.64,0.16,0.462,0.143
WA,1989,103478.43,83620.27,19858.16,0.19,0.483,0.175
WA,1989,108731.72,84592.33,24139.40,0.22,0.508,0.214
WA,1989,114455.65,85480.08,28975.57,0.25,0.534,0.258
WA,1990,120191.52,86208.97,33982.55,0.28,0.561,0.304
WA,1990,125383.40,86807.93,38575.47,0.31,0.586,0.347
WA,1990,129517.04,87367.75,42149.29,0.33,0.605,0.380
WA,1990,132729.11,87972.02,44757.09,0.34,0.620,0.406
WA,1991,135208.48,88635.12,46573.36,0.34,0.631,0.424
WA,1991,137137.47,89444.86,47692.61,0.35,0.640,0.436
WA,1991,138758.73,90304.12,48454.61,0.35,0.648,0.445
WA,1991,140306.54,91164.78,49141.76,0.35,0.655,0.453
